nice video by the way that is not associative property it distribution,corrective
https: ww.youtube.com watch?v esc4skate,miscellaneous
(: two?,interrogative
"hi abdul sir , please make whatsapp group student can discus problem . help student alot.",imperative
sir please delete previous video mcm.,imperative
"wonderful respected sir, liked way lecturing.",positive
legend,positive
another epic statement time saved written one . thank,positive
epic statement one day examination .,positive
"thanks passed algorithm exam maximum result, you, professor bari, best, thank lot italy",positive
best data structure tutorial ever seen youtube. way teaching mind blowing. simple elegant. purchased course dmy express gratitude free video uploaded youtube. thank again.,positive
"video got algorithm class, thank much",positive
sir please please upload video manager's also o(align) li problem.,imperative
"want learn directly go 34.30 solved 8 mark question board exam.thanks, abdul bari",positive
thanks base videos.love nepal!,positive
"plz plz plz make video bucket, radio count sort well, nowhere youtube",positive
may god bless family sir,positive
"amazing professor. admire much answer every possible question regarding every topic instead stating formulas. deserve standing applause, sir.thank much sir.keep kind video sir help million students.one request want make please explain asymptotic greater detail.",imperative
thank sir sir caring u student taking time make new video explaining previous unexplained thing certain topics. approach genuinely amazing friendly towards beginner something. teaching complex topic simple understandable way great teacher achieve achieved teaching remembered lot student time come.,positive
"assalamualaikum teacher, may alla give great reward knowledge teach, admin :) teacher want learn parallel programming system programming using c c+ dmy, please",imperative
"paid data structure algorithm course dmy, uploaded video algorithm section youtube. use buying dmy course? cheating students? please answer me.",negative
randomized algorithm needed sir thank much videos. have helped u lot. may plz make video randomized quicksort hiring problem,interrogative
"mr. bari, video excellent. explanation always clear point.",positive
sir am able buy are dmy course using indian debit card.what do?,interrogative
nan,
2x,miscellaneous
two word explanation video amazingly awesome,positive
great job sir. really appreciable dedication put teaching. thank you.,positive
awesome sir,positive
guy gem.loved videos.,positive
sir please please make course algorithm dmy code algorithm also like one data structures.,imperative
"one special gift alla blessed year edits. may almighty bless you, thank much",positive
sir pls make dio red black tree,imperative
:'(,negative
think best ever video watched youtube. thank much effort sir.,positive
protect your time.watch in 1.5x. it is perfect.,miscellaneous
legend god!,positive
why price dmy course keep varying much.?.from 700 .,interrogative
thank sir!,positive
god algorithm. great sir,positive
"respected sir ,i like way teaching. could plz make video sorting technique like radio sort,she sort etc.",imperative
"sir, plz recommend book data structure algorithm could refer along dmy course.",imperative
sir please make core c subject course dmy,imperative
abdul bari back. king back,positive
radar na beau,miscellaneous
"thank sir effort providing detail explanation topic, .can plz make video read technical subject get mastered .some subject cse like compiler design,dms,and co (computer organisation)have tricky concept .plz give advice can learn teach others like .",imperative
abdul god bari,positive
thanks sir.,positive
"sir ,one important question is necessary write algorithm every problem can find direct solution every problem exam write",interrogative
"thank sir making video,on tuesday daa paper",positive
"thank you, thank , thank you. birthday today. n dis video feel like gift . best teacher also.",positive
"sir, could start teaching python programming. would really help",interrogative
thank much sir video,positive
video teach also inspire. create feeling algorithm conquered.,positive
"sir, doe change resultant table doe matter long term, however : 36 + 3 x 2 x 5 66*",interrogative
"sir, will come machine learning algorithms.? pnzz prepare machine learning video",interrogative
this you take 3 then you can dance abdul bari,miscellaneous
sir welcome back . expecting new video data structure,imperative
love sir please make video system design,imperative
love sir. exact topic searching . thank much :),positive
sir can uploaded video 15 puzzle problem pnzz,interrogative
sir want like you. want know every thing know. how do learn thing perfectly? ps: am really curious,interrogative
please course dm well,imperative
legend back again.,positive
best algorithm teacher youtube ! video helped clear 621 ! thank !,positive
"sir one best programming ,data structure algorithm professor ever met entire life.",positive
sir ab ky mlb.ab human ada ka paper ho ga,positive
sir aaj hi daa ka paper duke aaa hun 10 mark aaa yeah question,positive
sir plz add space complexity c code competition exam,imperative
welcome back,positive
thanks sir,positive
thank much sir,positive
complexity?,interrogative
useful,positive
can say how could find problem,interrogative
can say how could find problem,interrogative
"sir, finding value c 0,0 , c 1,1 . time first term is applicable value k w i,j have add which is equal zero. why are considering term? got doubt here. please reply sir.",interrogative
sir spend life blessing appreciation fellow student around world.,positive
absolute ballad,miscellaneous
"how many engineer out here, give a like.",miscellaneous
"thanks sir. i had two question 1. c 0,0 should equal to w 0,0 because of the formula c i,j w i,j + mini k j(c i,k 1 + c k,j ) . 2. for example: if the cost of c 1,1 and c 2,3 is minimum for k 2 and k 3. which k we should choose? please guide me.",corrective
"sir, when we are calculating c i,j for i j, why you took it a 0 instead of w i,j . i know there will not be any k to get minimum of c but should not w i,j be left a final value? am i missing something?",corrective
sir what program?,interrogative
amazing! thank you!,positive
amazing explanation sir. thank much.,positive
"dear abdul bari sir, thank much video , provided free time education certainly became business may god give strength dream come true. beautyofindia thankful, abhinav, income(m.p.)",positive
true legend,positive
excellent sir .it useful,positive
thank,positive
thanks sir,positive
"thanks lot sir, love way teach, mesmerizing.",positive
thank sir good explanation,positive
best explanation available topic internet far. thank sir,positive
assalamu alaikum sir one like teaching field,positive
abdul man!,positive
"great videos,thanks sir",positive
thank much,positive
sir please video algorithm need,imperative
thank sir video daa,positive
advance part of algorithm,miscellaneous
got exam tomorrow watching .thank much sir 3,positive
sir can please explain graph matching demand's blossom algorithm compute augmenting path! please .,interrogative
"thank you, savior! :)",positive
great explanation.,positive
is null check also comparison square nodes.,interrogative
"hi sir, may check course content course mastering algorithm data structure course dmy?",interrogative
thanks . nice explanation,positive
video helpful! thank sir!,positive
thank sir,positive
"should cost c 0 0 ,c 1 1 ,c 2 2 ,c 3 3 ,c 4 4 2,3,1,1,1 respectively ?",interrogative
"sir,thank much.excellent explained.",positive
sir please continue java series eagerly waiting,imperative
sir .thank much video daa.v gave best exam videos.the way thought perfect effective u sir.once thank much sir. looking many video .,positive
"assalamualaikum sir g, have course automaton . watching kashmir university.",interrogative
can please upload video tripartite graph augmentation concepts!,interrogative
"sir please continue java series plz sir , seriously best teacher . keep good work",imperative
sir explain thing easy way bought course dmy sir plz make course computer network competitive programming etc,imperative
sir pnzz make video automaton computation . theory computation automaton . pnzz sir . way learning great . thank sir,imperative
soo well sir please upload many algorithm can.and video also.thank much,imperative
awesome teaching nobody teach like this.,positive
precious video,positive
thank you. added video later core content covered previous video many left list!,positive
sir please make video red black tree operation including joining splitting.,imperative
thank much.,positive
congratulation 100k subscriber sir,positive
"thanks sir, r good teacher",positive
"sir best , wonderful job helping u",positive
wow. nice explanation.sir .,positive
return legend.,positive
"thanks lot starting dp series, sir. one best youtube",positive
nice explanation sir.(y) javaaid,positive
"thanks sharing. is b tree order 3 (2 keys, 3 leaves) better scenarios?",interrogative
sir big fan. explanation unique. please sir upload video data structures.,imperative
"mash alla, simply legend sir, may alla st reward justice students. . old student",positive
nice,positive
sir.,positive
may alla give best. way explain much better professor graduated form ivy league university . bought course dmy material became easy.,positive
"helpful. create vision check system 2d grid game working on, based algorithm. first tried wikipedia, found pseudocode incorrect. video helped understand algorithm works. found trivial tweak 4 oceans. thank much.",positive
sir are telling is gap real life theoretical main gap hai how?,interrogative
please can upload lecture midpoint circle eclipse algorithm graphic,interrogative
on .this is a error right? it always p 2dy dx,corrective
"people like blessed beautiful skill, teaching . thanks good teacher us.",positive
sir lecture good. thank sir,positive
best explanation bresenham's algorithm ever heard.,positive
good explanation.,positive
watch the video at 1.75x. thank me later.,miscellaneous
outstanding love bd,positive
"sir,can numerical done assuming point x1 y1 x2 y2?",interrogative
sir super explaining unbelievable.,positive
thing really enjoy lecture please teach everything learn entire life,imperative
liked much video! thank you.,positive
one explain derivation breshanham algorithm youtube even university teacher explained,positive
sir video sunderland line polygon clipping algorithm,imperative
"algorithm applies 1 ,let know missing' something. thanks amazing explanation.",imperative
thank master,positive
thank sir really nice explanation,positive
sir helped alot. thank,positive
thank abdul bari! lesson useful.,positive
"wrong, how are defining next pk positive negative",interrogative
hello p 0 i.e.( 5) how y+ ( 2)?,interrogative
content computer graphic needed! either dmy course youtube video.,imperative
please provide midpoint circle also,imperative
example good help alot understand this.,positive
if you watch at the speed of 1.5x is perfect for understand better,miscellaneous
expecting mid point circle algorithm detail.,imperative
sir please upload video related circle algorithm,imperative
what slope le 1 ?,interrogative
interesting,positive
"for anyone trying to figure out how to implement m 1, here is a c+ implementation i created from the pseudo code on the wiki just replace all the class that is not found(like vector and color, these are class i created)",miscellaneous
sir pls make lecture course python also,imperative
what is c d1 formula,interrogative
take 2 3 example teach,imperative
"in the algorithm, the initial value of p is computed erroneously, it should be 2dy dx. nonetheless, thank you for the great video!",corrective
really nice explanation,positive
can show tou use red color marker (d delta) p 2dy dx also use p 2dx dy know dx x2 x1 dy y2 y1,interrogative
can anyone explain why did subtract pk next (priest pk) mean what refers ?,interrogative
well explained.thanks,positive
best far seen bresenham's algorithm explanation. deserve accolade,positive
sir what happen x is le x2,interrogative
sir come cl sir. r st gt,positive
"hey, studying virtual reality helped graphic much. thanks",positive
"his pseudocode is wrong somehow. try (0,0) (4,2)",corrective
sir also explain daa paper mca syllabus,imperative
thank sir useful helpful exam thank much sir,positive
pls sir make video bresenhms circle draw also pls.,imperative
can explain mid point circle concept computer graphic ?,interrogative
sir ak video bresenham circle drawing algorithm bna divide,imperative
on p 2dy dx not p 2dx dy,corrective
please make video midpoint circle algorithm bresenhams circle algorithm,imperative
sir really great especially way explanation seen anyone like youtube,positive
"is really possible get p next p k , 0 are analyzing condition how come instead have condition p k , 0",interrogative
sir please make another video circle drawing,imperative
"what should do line end point (10,18) (15,8)? please solve !",interrogative
what should do? slope(m) 0,interrogative
just start from 11.30,miscellaneous
started loving sir. good. mashaallah sir mashaallah love sir,positive
well done sir,positive
sir sorry anne yeh gala kray job home next khi pta hi hai toh compare ese kra aap vara sir pk liking tha a von had xk+1 and yk+1 ke bare tata hai next like kr alone ques dbd kr day,miscellaneous
god.,positive
adorable videos.indeed. plz upload video computer graphic,imperative
"sir,plz bring video computer graphics.its really need!",imperative
sir here should be 2dy dx instead of 2dx dy,corrective
nice explanation. example explained easily carefully.,positive
super ji,positive
thank sir helped alot.,positive
sir really great .your teaching influence every students.i totally satisfied lectures.i hope make video computer graphic,imperative
sir plz discus topic bresenham's circle algorithm soon possible.,imperative
sir plz make course java help u crack interview also help u coding round.,imperative
"understand c.g. , thanks sir valuable videos, please update acc top mca 3 sem syllabus. also make notes.",imperative
helpful sir thank,positive
sir please can provide video mid point circle drawing algorithm,imperative
thank much sir pls keep making videos.,imperative
please make medio bresenhem circle drawing algorithm example,imperative
excellent !,positive
sir please post circle generating algorithm cg,imperative
lecture exclusive never seen lecture.,positive
excellent lecture.thank sir,positive
nice explanation sir.,positive
nice,positive
godsend!,positive
good job sir. easy learn teaching. thank sir.,positive
great teaching sir!,positive
sir pls post circle drawing algorithm.,imperative
helpful.thank sir,positive
"awesome, thank much ! 3",positive
thanks sir,positive
who knew dave from at&t customer service wa such an algorithm wizard?,miscellaneous
sir you did a mistake from .check it.m i r8 or not.,corrective
"explain point use bresenham algorithm finished whole point end point like ( 2 ,2) (5 ,10 ) etc .",imperative
sir please made video c programming,imperative
thanks much sir.you explained well.than alot,positive
i am sorry on . p 2dy dx. not p 2dx dy . this lecturer is greater than attending my normal class. thank you. also you are my great lecturer of analysis of algorithm. i have known time complexity because of you only. thank you!,corrective
excellent sir,positive
best lecture ever seen,positive
p 2dy dx please correct that,corrective
will case 1 ?,interrogative
sir there is a slight mistake the decision parameter in algorithm is p 2dy dx,corrective
matter whose 9 dislike .,positive
thank sir,positive
thank much,positive
sir please make video computer graphics. much needed!,imperative
", why will constant have effect decision, sir?",interrogative
sir asalaamualaikum. pk help u decide which pixel choose why need deduce next pk? kindly help.,interrogative
bad thought come mind watching video difference method teaching college teacher .,positive
sir pls make edits midpoint circle drawing algorithm midpoint ellipse drawing algorithm exam coming near. can understand lecture easily,imperative
god manifested form. thank you.,positive
sir pls make edits midpoint circle drawing algorithm midpoint ellipse drawing algorithm really waiting lecture short period time,imperative
last derivation confused,negative
asalamu album,positive
air kindly upload brush circle drawing algorithm,imperative
"good explanation, sir thanks video",positive
sir what condition x1 x2,interrogative
sir can uh please upload video bresenham's circle algorithm,interrogative
sir at 35.56 the value of p1 should be 2*dy dx ! you have written 2*dx dy,corrective
always best case.,positive
"at , p should be p 2*dy dx instead p 2*dx dy.",corrective
sir ji thankyou thankyou baht sara.,positive
bhagwan ho tum,positive
mra monday ki paper hai sr computer graphic ka plz mid circle point also and clip also video upload kr den bald,miscellaneous
uploads plz mid circle point also clip also pnzz,imperative
"will work line whose slope is le 1, right?",interrogative
*thank much.now clearly understood bresenham's also.*,positive
"sir, last sem due alone survived algorithms. seems help survive graphic well. desperately wish teacher could explain like you!",imperative
thank you!you best teacher!,positive
good teaching sir,positive
great job sir,positive
lot sir g,positive
"sir is confusion decision variable p ,its initial meaning also next please describe",interrogative
moj aa gyi,positive
sir at is not it p 2dy dx. you have written p 2dx dy. great medio sir keep it up.,corrective
great.great.great.simple amazing explanation.i get bored even 1 sec.superb.,positive
sir plz upload video giving explanation ai algorithms.,imperative
example at,miscellaneous
"sir, is title book written you? https: ww.amazon.com data structure made mohammed abdul dp 1546700315",interrogative
sir please make video line clipping.,imperative
good explanation sir can make series computer graphic algorithm.,imperative
sir please make video max flow min cut,imperative
sir outstanding! made crystal clear.thank much putting efforts.,positive
what (p 0),interrogative
dimaag hil gay,miscellaneous
well explained,positive
"best teacher ever seen,the way explain awesome.",positive
also explanation start at . thank me later,miscellaneous
thank sir. uploading,positive
"int take 2 byte memory computer manipulate 15 bit float take 4 byte computer manipulate 32 bit , think can reason why float operation take time. doe make sense?, dda is dx dy are declared result division will also integer.",interrogative
"please upload circle drawing algorithm, line clipping algorithm, rotation algorithm",imperative
love sir got good mark daa thanks video,positive
thank sir.for great explanation.plz make video graphical theorem's like polygon filling boundary fill algorithm.plz sir.my exam starting 30 march.plz help sir.,imperative
"sir ,pls make video computer graphic .",imperative
legend,positive
thank sir. accepted requests.,positive
best teacher ever.,positive
"implemented c hashfunction like this, would consider proper implementation algorithm ?",interrogative
fantastic explanation sir. helped immensely.,positive
love much teaching style sir!,positive
abdul bari is one best teacher algorithms. see video get matter how hard topic is. wish teacher college were like him. mr bari is reading this: sir thank you! can also make video topic like system design?,interrogative
much better pusher roy much much better geeksforgeeks ! intuitive explanation,positive
algorithm implemented java https: gist.github.com ritamchakraborty bd114a2201a2faff2e25905eec2f6b3b,positive
using the base 10 would lead to a lot of hash collision like : aef and act ha the same hash function. but if we use the base of 30 it would not be . the probability of collision would reduce drastically.,miscellaneous
great explanation,positive
"man really good explanation even dummies,simple clear.nice video. thanks",positive
"hello, which one is comprehensive, dmy one youtube?",interrogative
thank you!,positive
sir how come function is taking constant time calculating code substring.it will take o(n) time are operating substring adding value.plz help understand this?,interrogative
please put link donation . love donate channel .,imperative
excellent explanation,positive
really great.,positive
"mr bari, good man! pray continue good work. please let u know way we, viewers, can help support you.",imperative
come to brazil,miscellaneous
great!,positive
great teacher.,positive
"sir , think should improve video quality reduce sound.",imperative
night algorithm exam,positive
wonderful explanation. thank sir.,positive
421 * we were this close to achieving greatness *,miscellaneous
2019 april? before end game?,miscellaneous
great lesson!,positive
nice explanation,positive
thank you.,positive
best,positive
"i do not have proof but i tried to do an alphabetical sort based on this hash function and to get no collision i multiplied by power of 26, assuming the string will only contain lowercase character",miscellaneous
good tutorial,positive
sir cool,positive
"thank you, much! excellent work! can avoid multiplying 10 m's concatenating digits? sorry sound naive.",interrogative
good explanation sir,positive
"also one more thing, we can still have spurious hits, although chance are very less. for example hash code for 'dab' 421 and hash code for 'dak' also 421.",miscellaneous
"great explanation sir. add, worst case time complexity o(mx(n m+1) since (n m+1) possible substring size m, need 'm' number iteration compare substring pattern. please check link crystal clear clarity https: cs.stackexchange.com question 10258 time complexity rain harp matching algorithm",imperative
"good job, abdul.",positive
"well, after,prefix sum optimization rain harp will work in o(n)!",miscellaneous
great abdul sir.,positive
sir can pls make video string matching using naive algorithm,imperative
well explained .thank uh sir,positive
explain well,positive
love you. thank you!,positive
"define robin harp also string matching modulo q 11 how many spurious hit doe rain harp match counter next 3141592653589793, nd pattern is (p 26)how can solve?",interrogative
"not explain algorithm, sir",negative
oh wait.i think i m familiar with rolling hash fan,miscellaneous
"r great sir, rr method teaching sub excellent.you make sub easier.",positive
"sir kindly make medio rsa,r4,r5,blow fish,to fish algorithm",imperative
teaching skill excellent video help alot.,positive
sir would really helpful included actual algorithm,imperative
but still their is drawback of this function,miscellaneous
dear sir want ask how can decide hash function ? is way have think like detective?,interrogative
hash function dynamic user's wish. fine sir,positive
legend ary god1!,positive
life save! thanks man,positive
video clear confusion starting simple. love go naive hash function show importance picking good hash function avoid collisions. great video dubbed.,positive
sir aap ho,positive
thanks think best clearest explanation.,positive
brilliant,positive
"nicely explained, could not get complete step step algorithm pseudo code",negative
wonderful explanation.thank sir,positive
join my c+ course on dmy.com price: $10.99 ( 750) url : https: ww.dmy.com cpp deep dive ?couponcode learncpp course cover all the topic from basic to advance level. every topic is covered in greater detail with suitable examples. suitable for academic and industry,miscellaneous
explained well,positive
"sir, perform (a big number)%(2 32).that will lead higher chance spurious hits.because value hash function will small range.say(1 10).",interrogative
great work. made also crystal clear,positive
fan teaching.,positive
god bless,positive
wonderfully clear explanation. thank much! keep good work.,positive
"dia banana sir, maa",positive
"thanks much, broke built gradually! understand",positive
clear explanation. thank !,positive
great explanation thanks!,positive
sir please try make one video lecture string matching finite automaton,imperative
sir can make video string matching finite automata?,interrogative
ty sir,positive
thanks sir,positive
"great gradual explanation, thank much sir.",positive
"patience, thank you, great explanation!",positive
"great content sir . watched video geeks4geeks , tusharroy . content one actually cleared confusion . thank sir",positive
hello sir one student van,positive
amazing explanation,positive
"great explanation sir, summed entire video 23 min watching video, understand every line carmen easily. thankyou sir.",positive
interesting,positive
"excellent , really helpful",positive
rain harp is also useful for matching multiple pattern simultaneously.,miscellaneous
koda lecture sir,miscellaneous
think sir r working algorithm great se advance algorithm lecture,positive
thank sir wonderful explanation,positive
professor abdul bari thank much hard work 3 god bless 3,positive
"thank much sir, please make video compatibility, desirable undesirable problems.",imperative
"learned much you. cannot thank enough! got c+ course back, got data structure course now. cannot wait start :)",positive
"sir, please upload video graph algorithm tree portion every one face problems: 1)detect cycle directed graph directed graph algorithm like hamiltonian, etc 2)other type tree like red black trees, b+ tree greater depth. 3)topological sorting dag graph related algorithm feel beneficial u yet covered you. reading comment, please like know read it.",imperative
thanks,positive
dear sir compiler design tutorial way explain awesome,imperative
man singh.full knowledge.,positive
anyone know what order watch videos? playlist algorithm youtube one data structure algorithm dmy. take dmy course would cover youtube well?,interrogative
thank sir.but video uploaded low quality(reaching upto 360p only)!,negative
thank sir!,positive
dear sir cleared exam taking lecture video thank much sir.,positive
"sir, please make video mid point circle mid point ellipse algorithm also soon possible.",imperative
thanks sir,positive
absolute legend,positive
"xico, agree previous comments. explanation clearer algorithm course. great job sir!",positive
",at top recursion tree should 3 think ,but answer is wrong ,explain this?",interrogative
alla bala key is indian hai jan aaa ink wha sy ye smh aaa.,miscellaneous
simply excellent.,positive
awesome explanations. would better can explain addition made diagonal element match found max two taken else. help understanding problem solution deeper.,imperative
abdul sir aap na home toh yaman back pe back lag hi hot also d mein. thanks,positive
thank soo much! great explaining! god bless you!,positive
well explained!need efforts.,positive
best! keep up! best algorithm!,positive
nice explain.thank sir.,positive
wish english subtitle closed rationing should accessibility support,imperative
thank video!,positive
really great teacher! (that say),positive
please lecturer. lecturer dumb :),positive
badly samjhaya,positive
sir explained code well told exactly one arrive scratch. specially last part (max function) thanks anyways solid explanation.,positive
"love you, sir",positive
thank much amazingly clear explanation.,positive
what is difference dmy course videos?,interrogative
"abdul bari sir, hat you. love bangladesh 3",positive
"thank sir, really helpful",positive
day dollar a dal m aq,miscellaneous
public treasure.,positive
thank sir! please could do video longest increasing subsequent also?,interrogative
thanks alot sir . really clear many concepts. jazakallah.,positive
"thank soo much , sir!",positive
thank much. really useful. best life,positive
"last else statement, why should choose maximum value?. what is reason choose maximum value?.",interrogative
guru ji,positive
sir best 3,positive
guru adam bhramasmi,positive
apni best hai,positive
bos,positive
bos,positive
hero,positive
awesome!,positive
"searching topic hoping find video that, explanation beat yours! thank sir!",positive
g,positive
thank sir effort .god bless,positive
donate patron page guys(i did)! even $5 would help keep extraordinary lecture alive!,positive
thank sir.,positive
tell junior pay college fee instead sucked college.,positive
for dynamic,miscellaneous
finally! video super technical language entire method easy understand.,positive
best algorithm channel youtube.,positive
"q1. can please explain why do take which are matched first two rows? q2. are repetition word row column what do mean should add diagonal element not? please reply soon possible, have exam within week thank",interrogative
amazing teacher. god bless sir,positive
great teacher. thank much god bless,positive
best teacher. best best,positive
please also add algorithm problem video atleast give note algorithm,imperative
tomorrow semester end exams.then abdul bari sir video give knowledge full mark !,positive
awesome! university's lecturer failed explain made hard everyone. make easy possible. hat sir!,positive
thank much amazingly clear explanation. pay order subscribe would happily!,positive
sir know run audio really really bad. know all. audio almost video clipping. way boost volume level. maybe gain mic set high probably,imperative
"thank mr.bari. last time watched video , picked little. could understand thoroughly worked problem cleared doubt apply problem . moral story work problem come intelligent teacher .",positive
man great job helping student video may god fill dreams. best wish ),positive
currently standard 7 able understand concept :) . guru,positive
thank sir wonderful lecture,positive
"really appreciate way teaching. even moment, made feel like complex topic. seen teacher teach way. make think communicate better colleagues. think opposite person feel like complex issue.",positive
"want understand longest common subsequent problem clearly, think video must watch",positive
awesome explanation !,positive
simply beautiful.,positive
rock!,positive
nan,
"really thanks courses, finally understand question clearly :)",positive
omg! living legend!,positive
awesome,positive
awesome explanation! explained much ease.hats you.,positive
excellent work sir,positive
"excuse sir. which is recurrence relation lcs algorithm ? is t(n,m) t(n 1,m) + t(n,m 1) + 1 ?",interrogative
damn good video lol,positive
"smash, make clear. thank much hard work finding correct example making video neat short, complete. thank soo much!",positive
lecturer explained u vaguely. see thing happen. thank sir.,positive
can solve via backtracking too. right?,interrogative
"sir, way teach incredible clear concept also urge see videos. thanks uploaded type videos.",positive
god level teaching,positive
great explanation ! would awesome could explain derived algorithm !,imperative
thank,positive
"really great explanation, could explain approach took get dp algorithm rather saying bottom top down!",imperative
thank sir,positive
